n,path,true,answer,pred,correct,t_start,t_end,latency_s,E_im_J,Ppeak_W
0,/home/htj/resisc45/imgs_full/church_s0005000.png,church,bridge,bridge,0,1782887148.0044425,1782887150.718489,2.7140464782714844,3.021242614030838,2.1956499999999997
1,/home/htj/resisc45/imgs_full/church_s0005001.png,church,church,church,1,1782887150.7200732,1782887152.336076,1.6160027980804443,5.293678880197661,4.016649999999999
2,/home/htj/resisc45/imgs_full/airport_s0005002.png,airport,airport,airport,1,1782887152.3406181,1782887153.9490507,1.6084325313568115,5.314261083602905,3.647
3,/home/htj/resisc45/imgs_full/dense_residential_s0005003.png,dense_residential,dense residential,dense_residential,1,1782887153.9537294,1782887155.6955824,1.7418529987335205,5.773062725866995,3.647
4,/home/htj/resisc45/imgs_full/stadium_s0005004.png,stadium,stadium,stadium,1,1782887155.7002614,1782887157.4253924,1.7251310348510742,5.70651086573447,3.647
5,/home/htj/resisc45/imgs_full/commercial_area_s0005005.png,commercial_area,church,church,0,1782887157.4301014,1782887159.0437236,1.6136221885681152,5.371915192176555,3.7051999999999996
6,/home/htj/resisc45/imgs_full/sparse_residential_s0005006.png,sparse_residential,forest,forest,0,1782887159.0481608,1782887160.6540132,1.6058523654937744,5.375762849100998,3.7126499999999996
7,/home/htj/resisc45/imgs_full/chaparral_s0005007.png,chaparral,beach,beach,0,1782887160.6585383,1782887162.402819,1.7442805767059326,5.86747852446187,3.748
8,/home/htj/resisc45/imgs_full/railway_s0005008.png,railway,runway,runway,0,1782887162.407498,1782887164.1558592,1.748361349105835,5.859266469632426,3.6975
9,/home/htj/resisc45/imgs_full/basketball_court_s0005009.png,basketball_court,basketball court,basketball_court,1,1782887164.1604204,1782887166.0245323,1.8641119003295898,5.915165989182212,3.345
10,/home/htj/resisc45/imgs_full/golf_course_s0005010.png,golf_course,golf course,golf_course,1,1782887166.0291169,1782887167.8898845,1.8607676029205322,5.925360690463672,3.343
