n,path,true,answer,pred,correct,t_start,t_end,latency_s,E_im_J,Ppeak_W
0,/home/htj/resisc45/imgs450/church_s0005000.png,church,airport,airport,0,1782546383.9073675,1782546388.3637054,4.456337928771973,7.821042293017424,3.045
1,/home/htj/resisc45/imgs450/church_s0005001.png,church,church,church,1,1782546388.3680372,1782546390.872137,2.5040998458862305,7.789685506950726,3.248
2,/home/htj/resisc45/imgs450/airport_s0005002.png,airport,airport,airport,1,1782546390.8765316,1782546393.3808875,2.5043559074401855,7.898738532066345,3.3256
3,/home/htj/resisc45/imgs450/dense_residential_s0005003.png,dense_residential,dense residential,dense_residential,1,1782546393.3859313,1782546396.1485264,2.7625951766967773,8.760865859226305,3.347
4,/home/htj/resisc45/imgs450/stadium_s0005004.png,stadium,stadium,stadium,1,1782546396.1534908,1782546398.9160337,2.762542963027954,9.003296651791553,3.6085999999999996
5,/home/htj/resisc45/imgs450/commercial_area_s0005005.png,commercial_area,airport,airport,0,1782546398.9207556,1782546401.4395287,2.518773078918457,8.317380515734355,3.75
6,/home/htj/resisc45/imgs450/sparse_residential_s0005006.png,sparse_residential,circular farmland,circular_farmland,0,1782546401.4441698,1782546404.6632617,3.2190918922424316,10.609788025052923,3.568199999999999
7,/home/htj/resisc45/imgs450/chaparral_s0005007.png,chaparral,chaparral,chaparral,1,1782546404.6676445,1782546407.654143,2.9864985942840576,9.976990219021744,3.6893999999999996
8,/home/htj/resisc45/imgs450/railway_s0005008.png,railway,railway,railway,1,1782546407.6584768,1782546410.4084315,2.7499547004699707,9.181649772673238,3.7095999999999996
9,/home/htj/resisc45/imgs450/basketball_court_s0005009.png,basketball_court,basketball court,basketball_court,1,1782546410.4130788,1782546413.414009,3.0009303092956543,9.88156335345904,3.5833499999999994
10,/home/htj/resisc45/imgs450/golf_course_s0005010.png,golf_course,golf course,golf_course,1,1782546413.4185295,1782546416.4004588,2.981929302215576,9.879413092325319,3.649
11,/home/htj/resisc45/imgs450/lake_s0005011.png,lake,lake,lake,1,1782546416.4049096,1782546418.921895,2.5169854164123535,8.381337704616122,3.75
12,/home/htj/resisc45/imgs450/river_s0005012.png,river,river,river,1,1782546418.9265332,1782546421.4413917,2.5148584842681885,8.264167914553122,3.7348500000000002
13,/home/htj/resisc45/imgs450/forest_s0005013.png,forest,forest,forest,1,1782546421.445977,1782546423.954187,2.5082099437713623,8.273637058522967,3.6506
14,/home/htj/resisc45/imgs450/chaparral_s0005014.png,chaparral,desert,desert,0,1782546423.958852,1782546426.7000523,2.7412002086639404,9.013346000394042,3.6105999999999994
15,/home/htj/resisc45/imgs450/commercial_area_s0005015.png,commercial_area,airport,airport,0,1782546426.7043903,1782546429.2080095,2.5036191940307617,8.27998077858578,3.7377000000000002
16,/home/htj/resisc45/imgs450/baseball_diamond_s0005016.png,baseball_diamond,baseball diamond,baseball_diamond,1,1782546429.2121594,1782546432.2035618,2.9914023876190186,9.838833245559975,3.5853499999999996
17,/home/htj/resisc45/imgs450/parking_lot_s0005017.png,parking_lot,parking lot,parking_lot,1,1782546432.20802,1782546435.1923845,2.9843645095825195,9.97858874475731,3.75
18,/home/htj/resisc45/imgs450/wetland_s0005018.png,wetland,forest,forest,0,1782546435.1967523,1782546437.7102408,2.513488531112671,8.350551521967757,3.651
19,/home/htj/resisc45/imgs450/sparse_residential_s0005019.png,sparse_residential,church,church,0,1782546437.7149305,1782546440.2141323,2.499201774597168,8.25647405819363,3.6308
20,/home/htj/resisc45/imgs450/tennis_court_s0005020.png,tennis_court,tennis court,tennis_court,1,1782546440.218424,1782546443.2023787,2.983954668045044,9.780615187411039,3.5904
21,/home/htj/resisc45/imgs450/baseball_diamond_s0005021.png,baseball_diamond,baseball diamond,baseball_diamond,1,1782546443.2067251,1782546446.1890624,2.982337236404419,9.905804995460329,3.649
22,/home/htj/resisc45/imgs450/ground_track_field_s0005022.png,ground_track_field,stadium,stadium,0,1782546446.1936188,1782546448.9386196,2.7450008392333984,9.149423919716659,3.7095999999999996
23,/home/htj/resisc45/imgs450/chaparral_s0005023.png,chaparral,chaparral,chaparral,1,1782546448.9435527,1782546451.928968,2.98541522026062,9.86386821633015,3.5896
24,/home/htj/resisc45/imgs450/mobile_home_park_s0005024.png,mobile_home_park,mobile home park,mobile_home_park,1,1782546451.9335518,1782546454.9182336,2.9846818447113037,9.933302752958154,3.5896
25,/home/htj/resisc45/imgs450/roundabout_s0005025.png,roundabout,roundabout,roundabout,1,1782546454.9228792,1782546457.680224,2.7573447227478027,9.171941450002242,3.7095999999999996
26,/home/htj/resisc45/imgs450/golf_course_s0005026.png,golf_course,forest,forest,0,1782546457.6845026,1782546460.1862385,2.5017359256744385,8.284971067990197,3.6287999999999996
27,/home/htj/resisc45/imgs450/baseball_diamond_s0005027.png,baseball_diamond,baseball diamond,baseball_diamond,1,1782546460.1902864,1782546463.1708465,2.980560064315796,9.7795549929142,3.5883999999999996
28,/home/htj/resisc45/imgs450/parking_lot_s0005028.png,parking_lot,parking lot,parking_lot,1,1782546463.175488,1782546466.1613593,2.9858713150024414,9.938275491804447,3.6498000000000004
29,/home/htj/resisc45/imgs450/railway_station_s0005029.png,railway_station,airport,airport,0,1782546466.1657584,1782546468.6689785,2.5032200813293457,8.361949790315194,3.7348500000000002
30,/home/htj/resisc45/imgs450/golf_course_s0005030.png,golf_course,golf course,golf_course,1,1782546468.6736536,1782546471.6524415,2.978787899017334,9.82910081003297,3.649
31,/home/htj/resisc45/imgs450/dense_residential_s0005031.png,dense_residential,dense residential,dense_residential,1,1782546471.6571198,1782546474.3991215,2.74200177192688,9.153137670010937,3.649
32,/home/htj/resisc45/imgs450/desert_s0005032.png,desert,desert,desert,1,1782546474.4035258,1782546477.155511,2.7519850730895996,9.124346917230255,3.7095999999999996
33,/home/htj/resisc45/imgs450/intersection_s0005033.png,intersection,intersection,intersection,1,1782546477.1601446,1782546479.6667092,2.5065646171569824,8.292996886581843,3.649
34,/home/htj/resisc45/imgs450/stadium_s0005034.png,stadium,stadium,stadium,1,1782546479.6709814,1782546482.4123316,2.7413501739501953,9.001280407627425,3.61365
35,/home/htj/resisc45/imgs450/beach_s0005035.png,beach,beach,beach,1,1782546482.4166715,1782546485.15279,2.7361185550689697,9.076731291621924,3.649
