path,label,class_name
eurosat_imgs/0_AnnualCrop_00.png,0,AnnualCrop
eurosat_imgs/0_AnnualCrop_01.png,0,AnnualCrop
eurosat_imgs/0_AnnualCrop_02.png,0,AnnualCrop
eurosat_imgs/0_AnnualCrop_03.png,0,AnnualCrop
eurosat_imgs/0_AnnualCrop_04.png,0,AnnualCrop
eurosat_imgs/0_AnnualCrop_05.png,0,AnnualCrop
eurosat_imgs/0_AnnualCrop_06.png,0,AnnualCrop
eurosat_imgs/0_AnnualCrop_07.png,0,AnnualCrop
eurosat_imgs/0_AnnualCrop_08.png,0,AnnualCrop
eurosat_imgs/0_AnnualCrop_09.png,0,AnnualCrop
eurosat_imgs/0_AnnualCrop_10.png,0,AnnualCrop
eurosat_imgs/0_AnnualCrop_11.png,0,AnnualCrop
eurosat_imgs/0_AnnualCrop_12.png,0,AnnualCrop
eurosat_imgs/0_AnnualCrop_13.png,0,AnnualCrop
eurosat_imgs/0_AnnualCrop_14.png,0,AnnualCrop
eurosat_imgs/0_AnnualCrop_15.png,0,AnnualCrop
eurosat_imgs/0_AnnualCrop_16.png,0,AnnualCrop
eurosat_imgs/0_AnnualCrop_17.png,0,AnnualCrop
eurosat_imgs/0_AnnualCrop_18.png,0,AnnualCrop
eurosat_imgs/0_AnnualCrop_19.png,0,AnnualCrop
eurosat_imgs/0_AnnualCrop_20.png,0,AnnualCrop
eurosat_imgs/0_AnnualCrop_21.png,0,AnnualCrop
eurosat_imgs/0_AnnualCrop_22.png,0,AnnualCrop
eurosat_imgs/0_AnnualCrop_23.png,0,AnnualCrop
eurosat_imgs/0_AnnualCrop_24.png,0,AnnualCrop
eurosat_imgs/0_AnnualCrop_25.png,0,AnnualCrop
eurosat_imgs/0_AnnualCrop_26.png,0,AnnualCrop
eurosat_imgs/0_AnnualCrop_27.png,0,AnnualCrop
eurosat_imgs/0_AnnualCrop_28.png,0,AnnualCrop
eurosat_imgs/0_AnnualCrop_29.png,0,AnnualCrop
eurosat_imgs/0_AnnualCrop_30.png,0,AnnualCrop
eurosat_imgs/0_AnnualCrop_31.png,0,AnnualCrop
eurosat_imgs/0_AnnualCrop_32.png,0,AnnualCrop
eurosat_imgs/0_AnnualCrop_33.png,0,AnnualCrop
eurosat_imgs/0_AnnualCrop_34.png,0,AnnualCrop
eurosat_imgs/0_AnnualCrop_35.png,0,AnnualCrop
eurosat_imgs/0_AnnualCrop_36.png,0,AnnualCrop
eurosat_imgs/0_AnnualCrop_37.png,0,AnnualCrop
eurosat_imgs/0_AnnualCrop_38.png,0,AnnualCrop
eurosat_imgs/0_AnnualCrop_39.png,0,AnnualCrop
eurosat_imgs/0_AnnualCrop_40.png,0,AnnualCrop
eurosat_imgs/0_AnnualCrop_41.png,0,AnnualCrop
eurosat_imgs/0_AnnualCrop_42.png,0,AnnualCrop
eurosat_imgs/0_AnnualCrop_43.png,0,AnnualCrop
eurosat_imgs/0_AnnualCrop_44.png,0,AnnualCrop
eurosat_imgs/0_AnnualCrop_45.png,0,AnnualCrop
eurosat_imgs/0_AnnualCrop_46.png,0,AnnualCrop
eurosat_imgs/0_AnnualCrop_47.png,0,AnnualCrop
eurosat_imgs/0_AnnualCrop_48.png,0,AnnualCrop
eurosat_imgs/0_AnnualCrop_49.png,0,AnnualCrop
eurosat_imgs/1_Forest_00.png,1,Forest
eurosat_imgs/1_Forest_01.png,1,Forest
eurosat_imgs/1_Forest_02.png,1,Forest
eurosat_imgs/1_Forest_03.png,1,Forest
eurosat_imgs/1_Forest_04.png,1,Forest
eurosat_imgs/1_Forest_05.png,1,Forest
eurosat_imgs/1_Forest_06.png,1,Forest
eurosat_imgs/1_Forest_07.png,1,Forest
eurosat_imgs/1_Forest_08.png,1,Forest
eurosat_imgs/1_Forest_09.png,1,Forest
eurosat_imgs/1_Forest_10.png,1,Forest
eurosat_imgs/1_Forest_11.png,1,Forest
eurosat_imgs/1_Forest_12.png,1,Forest
eurosat_imgs/1_Forest_13.png,1,Forest
eurosat_imgs/1_Forest_14.png,1,Forest
eurosat_imgs/1_Forest_15.png,1,Forest
eurosat_imgs/1_Forest_16.png,1,Forest
eurosat_imgs/1_Forest_17.png,1,Forest
eurosat_imgs/1_Forest_18.png,1,Forest
eurosat_imgs/1_Forest_19.png,1,Forest
eurosat_imgs/1_Forest_20.png,1,Forest
eurosat_imgs/1_Forest_21.png,1,Forest
eurosat_imgs/1_Forest_22.png,1,Forest
eurosat_imgs/1_Forest_23.png,1,Forest
eurosat_imgs/1_Forest_24.png,1,Forest
eurosat_imgs/1_Forest_25.png,1,Forest
eurosat_imgs/1_Forest_26.png,1,Forest
eurosat_imgs/1_Forest_27.png,1,Forest
eurosat_imgs/1_Forest_28.png,1,Forest
eurosat_imgs/1_Forest_29.png,1,Forest
eurosat_imgs/1_Forest_30.png,1,Forest
eurosat_imgs/1_Forest_31.png,1,Forest
eurosat_imgs/1_Forest_32.png,1,Forest
eurosat_imgs/1_Forest_33.png,1,Forest
eurosat_imgs/1_Forest_34.png,1,Forest
eurosat_imgs/1_Forest_35.png,1,Forest
eurosat_imgs/1_Forest_36.png,1,Forest
eurosat_imgs/1_Forest_37.png,1,Forest
eurosat_imgs/1_Forest_38.png,1,Forest
eurosat_imgs/1_Forest_39.png,1,Forest
eurosat_imgs/1_Forest_40.png,1,Forest
eurosat_imgs/1_Forest_41.png,1,Forest
eurosat_imgs/1_Forest_42.png,1,Forest
eurosat_imgs/1_Forest_43.png,1,Forest
eurosat_imgs/1_Forest_44.png,1,Forest
eurosat_imgs/1_Forest_45.png,1,Forest
eurosat_imgs/1_Forest_46.png,1,Forest
eurosat_imgs/1_Forest_47.png,1,Forest
eurosat_imgs/1_Forest_48.png,1,Forest
eurosat_imgs/1_Forest_49.png,1,Forest
eurosat_imgs/2_HerbaceousVegetation_00.png,2,HerbaceousVegetation
eurosat_imgs/2_HerbaceousVegetation_01.png,2,HerbaceousVegetation
eurosat_imgs/2_HerbaceousVegetation_02.png,2,HerbaceousVegetation
eurosat_imgs/2_HerbaceousVegetation_03.png,2,HerbaceousVegetation
eurosat_imgs/2_HerbaceousVegetation_04.png,2,HerbaceousVegetation
eurosat_imgs/2_HerbaceousVegetation_05.png,2,HerbaceousVegetation
eurosat_imgs/2_HerbaceousVegetation_06.png,2,HerbaceousVegetation
eurosat_imgs/2_HerbaceousVegetation_07.png,2,HerbaceousVegetation
eurosat_imgs/2_HerbaceousVegetation_08.png,2,HerbaceousVegetation
eurosat_imgs/2_HerbaceousVegetation_09.png,2,HerbaceousVegetation
eurosat_imgs/2_HerbaceousVegetation_10.png,2,HerbaceousVegetation
eurosat_imgs/2_HerbaceousVegetation_11.png,2,HerbaceousVegetation
eurosat_imgs/2_HerbaceousVegetation_12.png,2,HerbaceousVegetation
eurosat_imgs/2_HerbaceousVegetation_13.png,2,HerbaceousVegetation
eurosat_imgs/2_HerbaceousVegetation_14.png,2,HerbaceousVegetation
eurosat_imgs/2_HerbaceousVegetation_15.png,2,HerbaceousVegetation
eurosat_imgs/2_HerbaceousVegetation_16.png,2,HerbaceousVegetation
eurosat_imgs/2_HerbaceousVegetation_17.png,2,HerbaceousVegetation
eurosat_imgs/2_HerbaceousVegetation_18.png,2,HerbaceousVegetation
eurosat_imgs/2_HerbaceousVegetation_19.png,2,HerbaceousVegetation
eurosat_imgs/2_HerbaceousVegetation_20.png,2,HerbaceousVegetation
eurosat_imgs/2_HerbaceousVegetation_21.png,2,HerbaceousVegetation
eurosat_imgs/2_HerbaceousVegetation_22.png,2,HerbaceousVegetation
eurosat_imgs/2_HerbaceousVegetation_23.png,2,HerbaceousVegetation
eurosat_imgs/2_HerbaceousVegetation_24.png,2,HerbaceousVegetation
eurosat_imgs/2_HerbaceousVegetation_25.png,2,HerbaceousVegetation
eurosat_imgs/2_HerbaceousVegetation_26.png,2,HerbaceousVegetation
eurosat_imgs/2_HerbaceousVegetation_27.png,2,HerbaceousVegetation
eurosat_imgs/2_HerbaceousVegetation_28.png,2,HerbaceousVegetation
eurosat_imgs/2_HerbaceousVegetation_29.png,2,HerbaceousVegetation
eurosat_imgs/2_HerbaceousVegetation_30.png,2,HerbaceousVegetation
eurosat_imgs/2_HerbaceousVegetation_31.png,2,HerbaceousVegetation
eurosat_imgs/2_HerbaceousVegetation_32.png,2,HerbaceousVegetation
eurosat_imgs/2_HerbaceousVegetation_33.png,2,HerbaceousVegetation
eurosat_imgs/2_HerbaceousVegetation_34.png,2,HerbaceousVegetation
eurosat_imgs/2_HerbaceousVegetation_35.png,2,HerbaceousVegetation
eurosat_imgs/2_HerbaceousVegetation_36.png,2,HerbaceousVegetation
eurosat_imgs/2_HerbaceousVegetation_37.png,2,HerbaceousVegetation
eurosat_imgs/2_HerbaceousVegetation_38.png,2,HerbaceousVegetation
eurosat_imgs/2_HerbaceousVegetation_39.png,2,HerbaceousVegetation
eurosat_imgs/2_HerbaceousVegetation_40.png,2,HerbaceousVegetation
eurosat_imgs/2_HerbaceousVegetation_41.png,2,HerbaceousVegetation
eurosat_imgs/2_HerbaceousVegetation_42.png,2,HerbaceousVegetation
eurosat_imgs/2_HerbaceousVegetation_43.png,2,HerbaceousVegetation
eurosat_imgs/2_HerbaceousVegetation_44.png,2,HerbaceousVegetation
eurosat_imgs/2_HerbaceousVegetation_45.png,2,HerbaceousVegetation
eurosat_imgs/2_HerbaceousVegetation_46.png,2,HerbaceousVegetation
eurosat_imgs/2_HerbaceousVegetation_47.png,2,HerbaceousVegetation
eurosat_imgs/2_HerbaceousVegetation_48.png,2,HerbaceousVegetation
eurosat_imgs/2_HerbaceousVegetation_49.png,2,HerbaceousVegetation
eurosat_imgs/3_Highway_00.png,3,Highway
eurosat_imgs/3_Highway_01.png,3,Highway
eurosat_imgs/3_Highway_02.png,3,Highway
eurosat_imgs/3_Highway_03.png,3,Highway
eurosat_imgs/3_Highway_04.png,3,Highway
eurosat_imgs/3_Highway_05.png,3,Highway
eurosat_imgs/3_Highway_06.png,3,Highway
eurosat_imgs/3_Highway_07.png,3,Highway
eurosat_imgs/3_Highway_08.png,3,Highway
eurosat_imgs/3_Highway_09.png,3,Highway
eurosat_imgs/3_Highway_10.png,3,Highway
eurosat_imgs/3_Highway_11.png,3,Highway
eurosat_imgs/3_Highway_12.png,3,Highway
eurosat_imgs/3_Highway_13.png,3,Highway
eurosat_imgs/3_Highway_14.png,3,Highway
eurosat_imgs/3_Highway_15.png,3,Highway
eurosat_imgs/3_Highway_16.png,3,Highway
eurosat_imgs/3_Highway_17.png,3,Highway
eurosat_imgs/3_Highway_18.png,3,Highway
eurosat_imgs/3_Highway_19.png,3,Highway
eurosat_imgs/3_Highway_20.png,3,Highway
eurosat_imgs/3_Highway_21.png,3,Highway
eurosat_imgs/3_Highway_22.png,3,Highway
eurosat_imgs/3_Highway_23.png,3,Highway
eurosat_imgs/3_Highway_24.png,3,Highway
eurosat_imgs/3_Highway_25.png,3,Highway
eurosat_imgs/3_Highway_26.png,3,Highway
eurosat_imgs/3_Highway_27.png,3,Highway
eurosat_imgs/3_Highway_28.png,3,Highway
eurosat_imgs/3_Highway_29.png,3,Highway
eurosat_imgs/3_Highway_30.png,3,Highway
eurosat_imgs/3_Highway_31.png,3,Highway
eurosat_imgs/3_Highway_32.png,3,Highway
eurosat_imgs/3_Highway_33.png,3,Highway
eurosat_imgs/3_Highway_34.png,3,Highway
eurosat_imgs/3_Highway_35.png,3,Highway
eurosat_imgs/3_Highway_36.png,3,Highway
eurosat_imgs/3_Highway_37.png,3,Highway
eurosat_imgs/3_Highway_38.png,3,Highway
eurosat_imgs/3_Highway_39.png,3,Highway
eurosat_imgs/3_Highway_40.png,3,Highway
eurosat_imgs/3_Highway_41.png,3,Highway
eurosat_imgs/3_Highway_42.png,3,Highway
eurosat_imgs/3_Highway_43.png,3,Highway
eurosat_imgs/3_Highway_44.png,3,Highway
eurosat_imgs/3_Highway_45.png,3,Highway
eurosat_imgs/3_Highway_46.png,3,Highway
eurosat_imgs/3_Highway_47.png,3,Highway
eurosat_imgs/3_Highway_48.png,3,Highway
eurosat_imgs/3_Highway_49.png,3,Highway
eurosat_imgs/4_Industrial_00.png,4,Industrial
eurosat_imgs/4_Industrial_01.png,4,Industrial
eurosat_imgs/4_Industrial_02.png,4,Industrial
eurosat_imgs/4_Industrial_03.png,4,Industrial
eurosat_imgs/4_Industrial_04.png,4,Industrial
eurosat_imgs/4_Industrial_05.png,4,Industrial
eurosat_imgs/4_Industrial_06.png,4,Industrial
eurosat_imgs/4_Industrial_07.png,4,Industrial
eurosat_imgs/4_Industrial_08.png,4,Industrial
eurosat_imgs/4_Industrial_09.png,4,Industrial
eurosat_imgs/4_Industrial_10.png,4,Industrial
eurosat_imgs/4_Industrial_11.png,4,Industrial
eurosat_imgs/4_Industrial_12.png,4,Industrial
eurosat_imgs/4_Industrial_13.png,4,Industrial
eurosat_imgs/4_Industrial_14.png,4,Industrial
eurosat_imgs/4_Industrial_15.png,4,Industrial
eurosat_imgs/4_Industrial_16.png,4,Industrial
eurosat_imgs/4_Industrial_17.png,4,Industrial
eurosat_imgs/4_Industrial_18.png,4,Industrial
eurosat_imgs/4_Industrial_19.png,4,Industrial
eurosat_imgs/4_Industrial_20.png,4,Industrial
eurosat_imgs/4_Industrial_21.png,4,Industrial
eurosat_imgs/4_Industrial_22.png,4,Industrial
eurosat_imgs/4_Industrial_23.png,4,Industrial
eurosat_imgs/4_Industrial_24.png,4,Industrial
eurosat_imgs/4_Industrial_25.png,4,Industrial
eurosat_imgs/4_Industrial_26.png,4,Industrial
eurosat_imgs/4_Industrial_27.png,4,Industrial
eurosat_imgs/4_Industrial_28.png,4,Industrial
eurosat_imgs/4_Industrial_29.png,4,Industrial
eurosat_imgs/4_Industrial_30.png,4,Industrial
eurosat_imgs/4_Industrial_31.png,4,Industrial
eurosat_imgs/4_Industrial_32.png,4,Industrial
eurosat_imgs/4_Industrial_33.png,4,Industrial
eurosat_imgs/4_Industrial_34.png,4,Industrial
eurosat_imgs/4_Industrial_35.png,4,Industrial
eurosat_imgs/4_Industrial_36.png,4,Industrial
eurosat_imgs/4_Industrial_37.png,4,Industrial
eurosat_imgs/4_Industrial_38.png,4,Industrial
eurosat_imgs/4_Industrial_39.png,4,Industrial
eurosat_imgs/4_Industrial_40.png,4,Industrial
eurosat_imgs/4_Industrial_41.png,4,Industrial
eurosat_imgs/4_Industrial_42.png,4,Industrial
eurosat_imgs/4_Industrial_43.png,4,Industrial
eurosat_imgs/4_Industrial_44.png,4,Industrial
eurosat_imgs/4_Industrial_45.png,4,Industrial
eurosat_imgs/4_Industrial_46.png,4,Industrial
eurosat_imgs/4_Industrial_47.png,4,Industrial
eurosat_imgs/4_Industrial_48.png,4,Industrial
eurosat_imgs/4_Industrial_49.png,4,Industrial
eurosat_imgs/5_Pasture_00.png,5,Pasture
eurosat_imgs/5_Pasture_01.png,5,Pasture
eurosat_imgs/5_Pasture_02.png,5,Pasture
eurosat_imgs/5_Pasture_03.png,5,Pasture
eurosat_imgs/5_Pasture_04.png,5,Pasture
eurosat_imgs/5_Pasture_05.png,5,Pasture
eurosat_imgs/5_Pasture_06.png,5,Pasture
eurosat_imgs/5_Pasture_07.png,5,Pasture
eurosat_imgs/5_Pasture_08.png,5,Pasture
eurosat_imgs/5_Pasture_09.png,5,Pasture
eurosat_imgs/5_Pasture_10.png,5,Pasture
eurosat_imgs/5_Pasture_11.png,5,Pasture
eurosat_imgs/5_Pasture_12.png,5,Pasture
eurosat_imgs/5_Pasture_13.png,5,Pasture
eurosat_imgs/5_Pasture_14.png,5,Pasture
eurosat_imgs/5_Pasture_15.png,5,Pasture
eurosat_imgs/5_Pasture_16.png,5,Pasture
eurosat_imgs/5_Pasture_17.png,5,Pasture
eurosat_imgs/5_Pasture_18.png,5,Pasture
eurosat_imgs/5_Pasture_19.png,5,Pasture
eurosat_imgs/5_Pasture_20.png,5,Pasture
eurosat_imgs/5_Pasture_21.png,5,Pasture
eurosat_imgs/5_Pasture_22.png,5,Pasture
eurosat_imgs/5_Pasture_23.png,5,Pasture
eurosat_imgs/5_Pasture_24.png,5,Pasture
eurosat_imgs/5_Pasture_25.png,5,Pasture
eurosat_imgs/5_Pasture_26.png,5,Pasture
eurosat_imgs/5_Pasture_27.png,5,Pasture
eurosat_imgs/5_Pasture_28.png,5,Pasture
eurosat_imgs/5_Pasture_29.png,5,Pasture
eurosat_imgs/5_Pasture_30.png,5,Pasture
eurosat_imgs/5_Pasture_31.png,5,Pasture
eurosat_imgs/5_Pasture_32.png,5,Pasture
eurosat_imgs/5_Pasture_33.png,5,Pasture
eurosat_imgs/5_Pasture_34.png,5,Pasture
eurosat_imgs/5_Pasture_35.png,5,Pasture
eurosat_imgs/5_Pasture_36.png,5,Pasture
eurosat_imgs/5_Pasture_37.png,5,Pasture
eurosat_imgs/5_Pasture_38.png,5,Pasture
eurosat_imgs/5_Pasture_39.png,5,Pasture
eurosat_imgs/5_Pasture_40.png,5,Pasture
eurosat_imgs/5_Pasture_41.png,5,Pasture
eurosat_imgs/5_Pasture_42.png,5,Pasture
eurosat_imgs/5_Pasture_43.png,5,Pasture
eurosat_imgs/5_Pasture_44.png,5,Pasture
eurosat_imgs/5_Pasture_45.png,5,Pasture
eurosat_imgs/5_Pasture_46.png,5,Pasture
eurosat_imgs/5_Pasture_47.png,5,Pasture
eurosat_imgs/5_Pasture_48.png,5,Pasture
eurosat_imgs/5_Pasture_49.png,5,Pasture
eurosat_imgs/6_PermanentCrop_00.png,6,PermanentCrop
eurosat_imgs/6_PermanentCrop_01.png,6,PermanentCrop
eurosat_imgs/6_PermanentCrop_02.png,6,PermanentCrop
eurosat_imgs/6_PermanentCrop_03.png,6,PermanentCrop
eurosat_imgs/6_PermanentCrop_04.png,6,PermanentCrop
eurosat_imgs/6_PermanentCrop_05.png,6,PermanentCrop
eurosat_imgs/6_PermanentCrop_06.png,6,PermanentCrop
eurosat_imgs/6_PermanentCrop_07.png,6,PermanentCrop
eurosat_imgs/6_PermanentCrop_08.png,6,PermanentCrop
eurosat_imgs/6_PermanentCrop_09.png,6,PermanentCrop
eurosat_imgs/6_PermanentCrop_10.png,6,PermanentCrop
eurosat_imgs/6_PermanentCrop_11.png,6,PermanentCrop
