n,path,true,answer,pred,correct,t_start,t_end,latency_s,E_im_J,Ppeak_W
0,eurosat_imgs/0_AnnualCrop_00.png,0,PermanentCrop,6,0,1782296926.7686136,1782296936.099159,9.330545425415039,61.933106900856714,9.821
1,eurosat_imgs/0_AnnualCrop_01.png,0,PermanentCrop,6,0,1782296936.1034458,1782296944.6548448,8.551398992538452,62.65009744950004,10.124
2,eurosat_imgs/0_AnnualCrop_02.png,0,Agricultural,-1,0,1782296944.6587517,1782296953.7752092,9.116457462310791,64.72141208230487,10.124
3,eurosat_imgs/0_AnnualCrop_03.png,0,PermanentCrop,6,0,1782296953.7790637,1782296963.7173586,9.938294887542725,67.91153115131638,9.922
4,eurosat_imgs/0_AnnualCrop_04.png,0,Residential,7,0,1782296963.7213764,1782296973.5310218,9.809645414352417,69.86367449102045,9.821
5,eurosat_imgs/0_AnnualCrop_05.png,0,AnnualCrop,0,1,1782296973.5351021,1782296983.2862673,9.75116515159607,68.49842023508216,10.023
6,eurosat_imgs/0_AnnualCrop_06.png,0,AnnualCrop,0,1,1782296983.2901525,1782296992.688278,9.398125410079956,68.37628788188998,10.023
7,eurosat_imgs/0_AnnualCrop_07.png,0,AnnualCrop,0,1,1782296992.6923873,1782297001.2230458,8.530658483505249,64.26076790356636,10.428
8,eurosat_imgs/0_AnnualCrop_08.png,0,Residential,7,0,1782297001.2267892,1782297009.7446742,8.517884969711304,64.16139160810717,10.421
9,eurosat_imgs/0_AnnualCrop_09.png,0,Residential,7,0,1782297009.7485492,1782297018.2557635,8.507214307785034,64.1001696341322,10.421
10,eurosat_imgs/0_AnnualCrop_10.png,0,Residential,7,0,1782297018.2597756,1782297027.1342628,8.874487161636353,66.38466854358782,10.32
11,eurosat_imgs/0_AnnualCrop_11.png,0,PermanentCrop,6,0,1782297027.138338,1782297035.7407353,8.602397203445435,64.97979192834151,10.421
12,eurosat_imgs/0_AnnualCrop_12.png,0,AnnualCrop,0,1,1782297035.744586,1782297044.2386963,8.494110345840454,64.48411461109163,10.477099999999998
13,eurosat_imgs/0_AnnualCrop_13.png,0,PermanentCrop,6,0,1782297044.242674,1782297052.7454722,8.502798080444336,64.38498898259851,10.523
14,eurosat_imgs/0_AnnualCrop_14.png,0,AnnualCrop,0,1,1782297052.7493634,1782297061.2711124,8.521749019622803,65.01787719007493,10.523
15,eurosat_imgs/0_AnnualCrop_15.png,0,AnnualCrop,0,1,1782297061.2749555,1782297069.791606,8.516650438308716,64.87859393030485,10.523
16,eurosat_imgs/0_AnnualCrop_16.png,0,PermanentCrop,6,0,1782297069.7955563,1782297078.2906032,8.495046854019165,64.8954185608689,10.51985
17,eurosat_imgs/0_AnnualCrop_17.png,0,AnnualCrop,0,1,1782297078.2947247,1782297086.7939076,8.499182939529419,65.07920700870991,10.516
18,eurosat_imgs/0_AnnualCrop_18.png,0,AnnualCrop,0,1,1782297086.7979558,1782297095.2628627,8.464906930923462,64.80439296208064,10.523
19,eurosat_imgs/0_AnnualCrop_19.png,0,AnnualCrop,0,1,1782297095.266721,1782297103.7335377,8.466816663742065,65.09868258668592,10.523
20,eurosat_imgs/0_AnnualCrop_20.png,0,Residential,7,0,1782297103.737689,1782297112.2050931,8.467404127120972,65.39080700654311,10.624
21,eurosat_imgs/0_AnnualCrop_21.png,0,PermanentCrop,6,0,1782297112.2090247,1782297120.7306747,8.521650075912476,65.38763685831329,10.624
22,eurosat_imgs/0_AnnualCrop_22.png,0,PermanentCrop,6,0,1782297120.7344458,1782297129.2367775,8.502331733703613,65.25167980521877,10.624
23,eurosat_imgs/0_AnnualCrop_23.png,0,PermanentCrop,6,0,1782297129.2375576,1782297137.7607305,8.523172855377197,65.68030869851748,10.624
24,eurosat_imgs/0_AnnualCrop_24.png,0,PermanentCrop,6,0,1782297137.761699,1782297146.2790701,8.51737117767334,65.38498180298458,10.624
25,eurosat_imgs/0_AnnualCrop_25.png,0,PermanentCrop,6,0,1782297146.280135,1782297154.7903035,8.510168552398682,65.6821049664402,10.624
26,eurosat_imgs/0_AnnualCrop_26.png,0,AnnualCrop,0,1,1782297154.791272,1782297163.3028035,8.511531591415405,65.93526039542675,10.624
27,eurosat_imgs/0_AnnualCrop_27.png,0,AnnualCrop,0,1,1782297163.3038049,1782297171.7734766,8.469671726226807,65.5376987082831,10.718
28,eurosat_imgs/0_AnnualCrop_28.png,0,AnnualCrop,0,1,1782297171.7744708,1782297180.2482631,8.473792314529419,65.71668855297247,10.718
29,eurosat_imgs/0_AnnualCrop_29.png,0,Residential,7,0,1782297180.2491553,1782297188.726309,8.477153778076172,65.78503040657043,10.624
30,eurosat_imgs/0_AnnualCrop_30.png,0,Residential,7,0,1782297188.7299922,1782297197.2171097,8.487117528915405,65.933643623751,10.718
31,eurosat_imgs/0_AnnualCrop_31.png,0,AnnualCrop,0,1,1782297197.2209282,1782297205.680761,8.459832906723022,65.93543008502483,10.718
32,eurosat_imgs/0_AnnualCrop_32.png,0,Agricultural,-1,0,1782297205.6844573,1782297214.4038756,8.719418287277222,66.82737696126993,10.718
33,eurosat_imgs/0_AnnualCrop_33.png,0,SeaLake,9,0,1782297214.404793,1782297222.887755,8.482961893081665,66.32075748246034,10.718
34,eurosat_imgs/0_AnnualCrop_34.png,0,PermanentCrop,6,0,1782297222.8886847,1782297231.388639,8.499954223632812,66.16460700490316,10.718
35,eurosat_imgs/0_AnnualCrop_35.png,0,AnnualCrop,0,1,1782297231.389642,1782297239.841615,8.451972961425781,65.96212700826008,10.725
36,eurosat_imgs/0_AnnualCrop_36.png,0,Residential,7,0,1782297239.8423529,1782297248.3284478,8.486094951629639,66.20387374737422,10.725
37,eurosat_imgs/0_AnnualCrop_37.png,0,PermanentCrop,6,0,1782297248.3293686,1782297256.8252861,8.495917558670044,66.28220354132334,10.718
38,eurosat_imgs/0_AnnualCrop_38.png,0,AnnualCrop,0,1,1782297256.829272,1782297265.2967541,8.467482089996338,66.3793581476307,10.718
39,eurosat_imgs/0_AnnualCrop_39.png,0,Residential,7,0,1782297265.297698,1782297273.76938,8.471682071685791,66.3213537885189,10.819
40,eurosat_imgs/0_AnnualCrop_40.png,0,PermanentCrop,6,0,1782297273.7704124,1782297282.2522476,8.481835126876831,66.5687217186451,10.718
41,eurosat_imgs/0_AnnualCrop_41.png,0,PermanentCrop,6,0,1782297282.2533493,1782297290.7790198,8.525670528411865,66.74211073448484,10.819
42,eurosat_imgs/0_AnnualCrop_42.png,0,Pasture,5,0,1782297290.780085,1782297299.3103757,8.530290603637695,66.64326253885939,10.718
43,eurosat_imgs/0_AnnualCrop_43.png,0,AnnualCrop,0,1,1782297299.3113837,1782297307.8310788,8.519695043563843,66.8822187984562,10.776699999999998
44,eurosat_imgs/0_AnnualCrop_44.png,0,Residential,7,0,1782297307.8320796,1782297316.3517425,8.519662857055664,66.50093370085204,10.826
45,eurosat_imgs/0_AnnualCrop_45.png,0,Residential,7,0,1782297316.3555675,1782297324.8691263,8.513558864593506,66.73716774651861,10.819
46,eurosat_imgs/0_AnnualCrop_46.png,0,PermanentCrop,6,0,1782297324.8698606,1782297333.57993,8.710069417953491,67.65636914623093,10.819
47,eurosat_imgs/0_AnnualCrop_47.png,0,AnnualCrop,0,1,1782297333.5809042,1782297342.3566763,8.775772094726562,69.8717349141767,10.950599999999998
48,eurosat_imgs/0_AnnualCrop_48.png,0,AnnualCrop,0,1,1782297342.3576193,1782297350.990181,8.632561683654785,67.80657156820858,10.718
49,eurosat_imgs/0_AnnualCrop_49.png,0,AnnualCrop,0,1,1782297350.991166,1782297359.43018,8.439013957977295,67.21555678406018,10.92
50,eurosat_imgs/1_Forest_00.png,1,Forest,1,1,1782297359.4311235,1782297367.634527,8.20340347290039,66.52230396489111,10.927
51,eurosat_imgs/1_Forest_01.png,1,Forest,1,1,1782297367.6355083,1782297375.8379467,8.202438354492188,65.94347486666976,10.819
52,eurosat_imgs/1_Forest_02.png,1,Forest,1,1,1782297375.8388598,1782297384.0159495,8.17708969116211,65.62255461462613,10.899799999999997
53,eurosat_imgs/1_Forest_03.png,1,Forest,1,1,1782297384.0168915,1782297392.1742525,8.157361030578613,66.12991312800513,10.92
54,eurosat_imgs/1_Forest_04.png,1,Forest,1,1,1782297392.1751893,1782297400.3825762,8.20738697052002,66.20531151771544,10.92
55,eurosat_imgs/1_Forest_05.png,1,Forest,1,1,1782297400.3835552,1782297408.5582938,8.174738645553589,66.15517185054648,10.92
56,eurosat_imgs/1_Forest_06.png,1,SeaLake,9,0,1782297408.5592172,1782297416.9846969,8.425479650497437,67.08061544772282,10.92
57,eurosat_imgs/1_Forest_07.png,1,Forest,1,1,1782297416.98563,1782297425.205748,8.220118045806885,66.18748345732853,10.819
58,eurosat_imgs/1_Forest_08.png,1,Forest,1,1,1782297425.2066884,1782297433.397343,8.190654516220093,65.87726481214064,10.92
59,eurosat_imgs/1_Forest_09.png,1,Forest,1,1,1782297433.3982527,1782297441.5738406,8.175587892532349,65.95573776421546,10.927
60,eurosat_imgs/1_Forest_10.png,1,SeaLake,9,0,1782297441.574729,1782297449.997093,8.422363996505737,67.29610148040241,11.022
61,eurosat_imgs/1_Forest_11.png,1,SeaLake,9,0,1782297449.9981263,1782297458.4331453,8.43501901626587,67.48434133420214,11.022
62,eurosat_imgs/1_Forest_12.png,1,Forest,1,1,1782297458.4340518,1782297466.6177988,8.183747053146362,66.31346676799348,11.022
63,eurosat_imgs/1_Forest_13.png,1,Forest,1,1,1782297466.6187015,1782297474.8018336,8.18313217163086,66.82783301615714,11.022
64,eurosat_imgs/1_Forest_14.png,1,Forest,1,1,1782297474.8027322,1782297482.9868126,8.184080362319946,66.67011496040081,11.015
65,eurosat_imgs/1_Forest_15.png,1,Forest,1,1,1782297482.9877517,1782297491.1571279,8.169376134872437,66.41533776076088,11.015
