n,path,true,answer,pred,correct,t_start,t_end,latency_s,E_im_J,Ppeak_W
0,eurosat_imgs/0_AnnualCrop_00.png,0,AnnualCrop,0,1,1782292671.2378085,1782292675.3898716,4.1520631313323975,17.722598016686636,9.3164
1,eurosat_imgs/0_AnnualCrop_01.png,0,AnnualCrop,0,1,1782292675.3938537,1782292679.4996777,4.105823993682861,27.912178927356248,9.416
2,eurosat_imgs/0_AnnualCrop_02.png,0,AnnualCrop,0,1,1782292679.503568,1782292683.6693025,4.165734529495239,28.173946855251103,9.4564
3,eurosat_imgs/0_AnnualCrop_03.png,0,AnnualCrop,0,1,1782292683.6731162,1782292688.1959786,4.522862434387207,29.84292052191496,9.219
4,eurosat_imgs/0_AnnualCrop_04.png,0,AnnualCrop,0,1,1782292688.199854,1782292692.2767348,4.076880931854248,26.934480109757846,9.517
5,eurosat_imgs/0_AnnualCrop_05.png,0,AnnualCrop,0,1,1782292692.2805433,1782292696.571779,4.291235685348511,29.33262859994487,9.314
6,eurosat_imgs/0_AnnualCrop_06.png,0,AnnualCrop,0,1,1782292696.575674,1782292700.869783,4.294108867645264,28.394455878709493,9.517
7,eurosat_imgs/0_AnnualCrop_07.png,0,AnnualCrop,0,1,1782292700.8737419,1782292705.0126882,4.138946294784546,27.339157724413152,9.618
8,eurosat_imgs/0_AnnualCrop_08.png,0,Forest,1,0,1782292705.0164013,1782292708.973216,3.956814765930176,25.54440476589203,9.517
9,eurosat_imgs/0_AnnualCrop_09.png,0,AnnualCrop,0,1,1782292708.9772494,1782292713.3091228,4.331873416900635,29.884413283174688,9.436200000000001
10,eurosat_imgs/0_AnnualCrop_10.png,0,Industrial,4,0,1782292713.3104827,1782292717.5085936,4.198110818862915,26.855598564402477,9.451349999999998
11,eurosat_imgs/0_AnnualCrop_11.png,0,AnnualCrop,0,1,1782292717.512476,1782292721.5142834,4.001807451248169,26.39265286628965,9.713
12,eurosat_imgs/0_AnnualCrop_12.png,0,AnnualCrop,0,1,1782292721.5180957,1782292725.7047389,4.186643123626709,27.610289061475445,9.517
13,eurosat_imgs/0_AnnualCrop_13.png,0,AnnualCrop,0,1,1782292725.7059803,1782292729.7294748,4.023494482040405,26.412881220122458,9.719
14,eurosat_imgs/0_AnnualCrop_14.png,0,AnnualCrop,0,1,1782292729.7333908,1782292733.7423732,4.008982419967651,26.651150482533684,9.719
15,eurosat_imgs/0_AnnualCrop_15.png,0,AnnualCrop,0,1,1782292733.746301,1782292737.704716,3.9584150314331055,26.231002693653103,9.7751
16,eurosat_imgs/0_AnnualCrop_16.png,0,AnnualCrop,0,1,1782292737.708516,1782292741.6334567,3.924940824508667,26.484883907369202,9.821
17,eurosat_imgs/0_AnnualCrop_17.png,0,AnnualCrop,0,1,1782292741.6374736,1782292745.5855286,3.9480550289154053,26.590263421317506,9.7751
18,eurosat_imgs/0_AnnualCrop_18.png,0,AnnualCrop,0,1,1782292745.5893028,1782292749.5466602,3.957357406616211,26.393199487686154,9.821
19,eurosat_imgs/0_AnnualCrop_19.png,0,AnnualCrop,0,1,1782292749.5504708,1782292753.5236366,3.97316575050354,26.47178440783705,9.725
20,eurosat_imgs/0_AnnualCrop_20.png,0,AnnualCrop,0,1,1782292753.527784,1782292757.4802203,3.9524362087249756,26.599331050974982,9.821
21,eurosat_imgs/0_AnnualCrop_21.png,0,AnnualCrop,0,1,1782292757.4841797,1782292761.4297438,3.945564031600952,26.528450688072613,9.821
22,eurosat_imgs/0_AnnualCrop_22.png,0,AnnualCrop,0,1,1782292761.4335823,1782292765.3905752,3.9569928646087646,26.72055530225209,9.922
23,eurosat_imgs/0_AnnualCrop_23.png,0,AnnualCrop,0,1,1782292765.394526,1782292769.3521214,3.9575953483581543,26.72965551988738,9.97425
24,eurosat_imgs/0_AnnualCrop_24.png,0,AnnualCrop,0,1,1782292769.3560371,1782292773.6575904,4.301553249359131,28.871572614619605,9.3395
25,eurosat_imgs/0_AnnualCrop_25.png,0,Forest,1,0,1782292773.661543,1782292777.460561,3.799018144607544,24.435001197298963,9.922
26,eurosat_imgs/0_AnnualCrop_26.png,0,AnnualCrop,0,1,1782292777.464331,1782292781.5514092,4.087078332901001,29.045787177367345,9.821
27,eurosat_imgs/0_AnnualCrop_27.png,0,AnnualCrop,0,1,1782292781.5553308,1782292786.0930374,4.537706613540649,30.148409297698738,9.517
28,eurosat_imgs/0_AnnualCrop_28.png,0,AnnualCrop,0,1,1782292786.0969832,1782292790.2506366,4.153653383255005,27.079911623484378,9.7547
29,eurosat_imgs/0_AnnualCrop_29.png,0,HerbaceousVegetation,2,0,1782292790.2544377,1782292795.150328,4.895890235900879,31.42017259428113,10.023
30,eurosat_imgs/0_AnnualCrop_30.png,0,HerbaceousVegetation,2,0,1782292795.1539772,1782292800.0786152,4.924638032913208,30.23794906363704,10.023
31,eurosat_imgs/0_AnnualCrop_31.png,0,AnnualCrop,0,1,1782292800.0825438,1782292804.0520175,3.9694736003875732,25.58785060252122,10.023
32,eurosat_imgs/0_AnnualCrop_32.png,0,AnnualCrop,0,1,1782292804.0559998,1782292808.0217004,3.965700626373291,27.000019491733823,10.023
33,eurosat_imgs/0_AnnualCrop_33.png,0,Industrial,4,0,1782292808.0254972,1782292811.7205486,3.695051431655884,24.510811013691242,10.124
34,eurosat_imgs/0_AnnualCrop_34.png,0,AnnualCrop,0,1,1782292811.7242882,1782292815.6817567,3.9574685096740723,28.014636903660637,10.017
35,eurosat_imgs/0_AnnualCrop_35.png,0,AnnualCrop,0,1,1782292815.6856542,1782292819.6256313,3.9399771690368652,26.938994331546454,10.017
36,eurosat_imgs/0_AnnualCrop_36.png,0,AnnualCrop,0,1,1782292819.6297667,1782292823.5665436,3.936776876449585,26.854442264352524,10.07255
37,eurosat_imgs/0_AnnualCrop_37.png,0,AnnualCrop,0,1,1782292823.5703545,1782292827.4913304,3.920975923538208,26.986542986786887,10.118
38,eurosat_imgs/0_AnnualCrop_38.png,0,AnnualCrop,0,1,1782292827.4956024,1782292831.444138,3.948535680770874,26.699311571515125,10.0206
39,eurosat_imgs/0_AnnualCrop_39.png,0,HerbaceousVegetation,2,0,1782292831.4478674,1782292836.353649,4.905781507492065,32.037459881996284,10.017
40,eurosat_imgs/0_AnnualCrop_40.png,0,AnnualCrop,0,1,1782292836.3576949,1782292840.2797275,3.922032594680786,25.261419739079475,10.112
41,eurosat_imgs/0_AnnualCrop_41.png,0,AnnualCrop,0,1,1782292840.2836752,1782292844.2003658,3.9166905879974365,27.090499997280645,10.219
42,eurosat_imgs/0_AnnualCrop_42.png,0,AnnualCrop,0,1,1782292844.2043161,1782292848.1353865,3.931070327758789,27.04396679425921,10.219
43,eurosat_imgs/0_AnnualCrop_43.png,0,Residential,7,0,1782292848.1369383,1782292852.0886118,3.9516735076904297,27.06444732938494,10.124
44,eurosat_imgs/0_AnnualCrop_44.png,0,Forest,1,0,1782292852.0923445,1782292855.8073,3.7149555683135986,24.579346256377146,10.023
45,eurosat_imgs/0_AnnualCrop_45.png,0,AnnualCrop,0,1,1782292855.8112433,1782292859.7404616,3.929218292236328,28.5649117993491,10.124
46,eurosat_imgs/0_AnnualCrop_46.png,0,AnnualCrop,0,1,1782292859.7441716,1782292863.6784573,3.9342856407165527,27.09823541164398,10.124
47,eurosat_imgs/0_AnnualCrop_47.png,0,Forest,1,0,1782292863.6821542,1782292867.3769083,3.694754123687744,24.6586184943786,10.124
48,eurosat_imgs/0_AnnualCrop_48.png,0,HerbaceousVegetation,2,0,1782292867.3808055,1782292872.2965498,4.915744304656982,33.25551874627738,10.124
49,eurosat_imgs/0_AnnualCrop_49.png,0,AnnualCrop,0,1,1782292872.3002603,1782292876.243221,3.942960739135742,25.510054734039304,10.07525
50,eurosat_imgs/1_Forest_00.png,1,Forest,1,1,1782292876.244188,1782292879.927964,3.6837759017944336,25.011421536298897,10.219
51,eurosat_imgs/1_Forest_01.png,1,Forest,1,1,1782292879.931773,1782292883.5865486,3.654775619506836,26.331308882933396,10.219
52,eurosat_imgs/1_Forest_02.png,1,Forest,1,1,1782292883.5904386,1782292887.2808533,3.6904146671295166,26.138412228734676,10.118
53,eurosat_imgs/1_Forest_03.png,1,SeaLake,9,0,1782292887.2845938,1782292891.2050152,3.9204213619232178,28.730552271200263,10.118
54,eurosat_imgs/1_Forest_04.png,1,Forest,1,1,1782292891.2089128,1782292894.8915606,3.682647705078125,24.925833598743782,10.118
